sentiment,tweet
0,I feel like i am the only one at woul today. Noone i know is at work today. 
0,Eminem's performance was good but looked toned down 
1,On the plane (Lufthansa): &quot;Boarding is completed.&quot; und das ist alles. Now fly!! Gotta love the Germans. 
0,@yeuxbruns: but then i'll mess up my hair and have to start over. 
0,@chanteamazing yeah well... I can't help it if I'm more ladylike 
1,"Good Morning all of my New &amp; Existing Friends, Fans &amp; Followers. I may not be able to respond bk 2 everyone but I do read your posts.1luv "
0,GAH! My game is glitching out and I can't get out of this level 
0,@snazzzy714 that's beautiful what do you swing I had a nice calloway set or at least I thought they were nice LOL but I had to sell them 
0,so much for the black cherry.. it didnt work 
0,Good morning twitters! How come our weekdays go so slow but weekends go so fast 
1,soo..gimme a gun to kill myself 
1,@uyaerdna yup.  i'll bring his birth certificate tomorrow. haha! :]
1,sunday goes past so slowly. so boreddd... nothing to update.  besides tammy's birthday party. 
0,"lol, I meant to say that you GNR (meeee!) I overuse 'lol' anyways "
1,JUST GOT HOME... WHAT IT DO TWITTERBUGS?  
0,doesnt wanna mow the lawn. 
1,@girlwhoshould You're welcome too. I hope you had a great weekend 
1,http://twitpic.com/6bodg - VIP view from booth at Prive. 
1,@cryst_trueblue yehh i know 
1,@jedi58 haha...just double feature it and see Up afterwards. it will all balance out 
1,"@petercoffin Maybe if we pass a lay making the #swineflu illegal, law abiding citizens won't get it "
0,Not well again  @littlereidy it's definitely not hayfever
0,@jharrang mmm i wanted to make spinach ravioli [surprisingly good] tonight but i was afraid to boil water on my sketchy stove.  sadness.
1,I guess im back to my old ways... Good night 
0,Omg I should be seeing Attack!Attack! today &lt;/3 I love them aswel 
1,Wake up @Devon_Leigh let's go get my shoes 
0,"still procrastinating... can't make myself take this exam seriously, even though it's 40% of my grade! 3.5 hours left to hit the books "
0,i still have to clean my room. well finish it. 
1,  How wonderful is snuggling?
0,Have a biggg headache 
1,"@bo101 Good morning, Bruno! How are you? Bon Samedi "
0,"@thebeckyanne I'm giving my sis a show at my crib Sunday, she's an incredible jewelry designer, but you'll be gone "
0,Used the handicap stall. Walked out. Guy in a wheelchair was waiting for me. I feel so bad. 
1,"is off to do sum revision for these stupid gcses, atleast i can get a tan while revising "
0,@RedMummy Cannae tweet - don't have clever enough phone 
0,D-Backs lost  oh well now that I've eaten my weight in junk I can start a diet tomorrow :/
1,@shaundiviney LOL use super glue to fix it 
0,@thetimcooper How much would it disappoint you if I told you that I didn't have time to eat @ chris madrids?? 
0,isn't going home today..  Getting a blood transfusion later today and will hopefully be able to go home tomorrow.. Thanks for your prayers
0,on this long ride home 
0,Weeee. Going to bed at 1AM on a school night. I'm gonna look like a raccoon later 
1,all was golden when the day met the night  summerrr
1,i love waking up at 12 
1,@StephenGonzalez Hugs! I agree they don't have to follow you - I was saying why I would not follow 
0,Had to do a march with the church with the scouts     no lie in on fathers day. not good.
1,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:05:34 CEST 2009
1,Applebee's  http://twitpic.com/6b13y
1,"@GabeStrom  Gabe, I married one of those....b careful  remember, they argue for a living lol."
0,"Aw.  Sad to hear that Dorothy died last night. She wanted her husband to pick up her in a taxi, sweet."
1,"I'm at Kohl's, walking around in circles. I think i'm going to Target after this. "
0,Chirstina said shes gunna twitter more ...no more partners 
1,Hang out with @DaoGeorge at the Social Gaming Summit 2009 in SF!  http://tr.im/oxtf #sgs09 #SFO
0,@fairytwix Let me ask when they come home first 
0,zero activity on my new picture. Like not even views.   I've lost my mojo...... :despair:
1,@PaulMiller Thank you very much. I wasn't given a Twitter handle 
0,"@RanaCuhz I wanted to go with you, too... "
1,@ariana_a i wish.. but no. 
0,after seeing this i don't admire Gerrard anymore  http://bit.ly/WROeU
0,paul bettany is weird-ass in dvc...ZOMG i just had a massive craving to watch daria...don't think we have it anymore 
0,@executiverocker How do you knoe about my immense alcohol consumption  I still feel rough!
1,very mellow Friday night.  
0,@bbggoodd yeahh   SHOOT ME NOW!
0,Life is SO much easier when one can deal in cash. Too bad it's gonna run out real soon. 
1,i cannot wait for NEW MOON  
0,"Bleh!! *trys not thinking about it* Also, I don't feel good at all!  I have a tummy ache, head ache, and extremely tired but can't sleep!!"
1,@nickvampie of course 
1,just finished a wonderful dinner at brio with babe. 
1,"city expierience this week  Friday is gonna be the best. grandpa is down this w/e to stay with me chris &amp; dad, hopefully with sim &amp; fam ;)"
1,"Thanks everyone, I'm having an awesome birthdaaay "
0,Just saw a dead body about 10 yards from him flipped suv. 
1,R2 @kingsthings  ...and the diff btn caramel and b/scotch depends on the man you ask and where he wants to put it. 
0,@mkbkrthebkmkr whaaaaaaat.. the morning after ive left.. no  get here thursday!
1,@jproduction CMON J U KNOW WE GO WAAAYYYY BACK LIKE ........LAST WEEK 
0,Finally got a second battery for my Canon 5D Mark II. Why are Batteries so hard to get   #photog
0,My baby's grad is on monday.  kills me that i can't be there.
1,"- @haugern The servers are now backup, if you experience any more problems then please let me know  Sorry about the delay..."
1,wants to hear YOU scream... for any 'ol reason.    (via @cockpitrocks) cuz I'm in the jungle?
1,beach tomorrow.. yahhh 
1,@_JessicaJOY I'm being nice right now 
1,@kaniac I've lost count of how much BSG I've watched this weekend! Very naughty. Can't you tell I'm hooked 
1,@littleteacosies arent you at chalet? haha 
0,has got a bloody annoying fly in her room buzzing away. Grrrrr! Bugger off you little sod!!! I hate insects!!! 
1,@hummingbird604 WHAT?! I missed seeing you in Victoria when you came for the tweet-up; I had a scheduling conflict. Fingers-crossed 
1,On my way to work till 330 
1,"@veterus hey brad, when you gonna make time in you hectic schedule to come visit the do1 boys and get everything sorted? "
0,Damn...even Mary J. used auto-tune 
1,@the_trini_bajan lol  good lookin
0,@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!
1,@Tyrese4ReaL no one ever really LOLs! Hahaha eat something yummy 
1,@norcalwine the bottle that's open 
0,@NanaRaine LOL no nothings going that way Im just bringing everything back up since last night 
0,Goin to bed. I need to sleep off this piglet flu so i can get up for work in 7 hours 
0,"What the fuck is with people calling me sexy, i am not pretty or hot or sexy. "
1,Slept just for 2 hours! 
0,party tonight! work first 
0,My house is distroyed. 
0,My two favorite people are meeting each other for the first time and having fun in DC...without me 
1,"@toriilovesmcfly well in that case, bite me "
0,How did I get stuck at the no fun table??? 
1,Happy bday mom 
0,@HeavyBaby Somebody def didn't call me back the other day. . .I cried. 
1,@BeckyFearns L.A becky  xx
0,@highdigi Ok....I feel guilty now!! 
1,@sassisam hey baby girl! How was your weekend? It feels like forever since we've 'chatted'!!  xxx
1,meeting some friends 
1,"@Gonzalexx Sweet! Thanks for participating in this--you're true blue, hermano! "
1,"@cariwayman WHO SI TALKING ABOUT YOU?  direct me to them, plz.  i will handle it.  "
0, we're done with gurren lagann
1,@GordonBarr I like the bit about it having &quot;resolutely failed to collapse&quot; 
0,@litlestar23 ah I love you stop.  no hurted feelings. Lovelovelove you.
1,&lt;3 Bury me with my guitar and all the way to hell i'll play.. &lt;3 &gt;&gt; Amazing .. 
1,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/ogmvfo"
1,"@treehugger05 Thanks (re: live blog)The kids were bummed the 8th graders never showed, but had a great time sharing their wisdom anyways. "
0,yesterday's Johnny Winter performance was only 60 mn and he was sitting down all the time on stage. Could not even see his face 
1,@AndrewBarber     Oops.  Yes of course.  Time zone impaired here.
1,"nothing like a little city and colour before bed  and postal service... and Dosh, annnnd Andrew Bird... and Sufjan Stevens. Sleep line up"
1,megan veal is the world's most useless piece of shit. i wish she would come talk to me but she is too scared 
1,@dinug ha ha no I thought maybe a clef got tired of people he didn't know following him &amp; blocked but no... Someone else... But what ev.. 
0,I miss you BG 
0,Back at Uni today - then more Maths *groan* 
1,1st ever #followfriday: @artistslead @philiphonour @jane_moyo (gd luck!) and @dannydevriendt (for persistant recommendations! thx 
1,"@marrsattacks haha me neither!! I totally loved that girl who spelled on her hand!! that would be me, but i would be spelling them wrong "
1,Ooh they're playing &quot;under the milky way&quot; by the church at four n twenty  
0,Attempting English Coursework And Failing Miserably 
1,@dasarge ha ha talk to chris (@imtheniceguy) about lasagna he made it  it was goooood too!
1,"@lennycrist incredibly! if you die, you should leave me that pin in your will "
1,"@Jeff_isChill Oh whatever. 3 strikes or not, we'd still b friends. "
1,@DeadMemoriesX I am going to make a concert poster or a CD-cover for a band. and you? 
1,yeahhhhhhhhhhhhhhhhhh  !!!!! brian!!! i am waiting for my alex !!!   i love you bsb
0,@Quendy aww where did you buy that? I want some too  marshmallow fluff...mmm
0,@ExplicitBeauty waitin 4 it 2 cum on 
0,@Trisomy_Mum @sdrb had a brilliant set of slides on twitter that he used at the National Voice Forum but we never received a copy of them 
1,"@chluaid oOoh, I thought &quot;9:&quot; was some weird smiley and I was going to see a brackenwood sequence storyboarded..will check it out "
1,@JBandMiley123 LOL I know how u feel bit I'm the same 4 JB ill help u but seriosly iv never seen a bigger fan of her than u lol 
1,@sarahconquilla Many many thanks!!!  (it's about school!) Weeeee!!!
0,@surfingislander we're still waiting 
1,@michaelsarver1 Congratulations to you and Danny  but it makes me sad that even the Christians are feeling the impact of prop8 :[
1,is looking forward to seeing oasis on saturday! ahhh!  wooooohooooo!
0,i am still so bord!!!!!!!! 
0,just finished short spin in the gentle midsummer's drizzle...I do seem to get wet on the bike with unusual frequency this year 
0,@Vas_Iskenderian indeeeeeedd... enjoy school tomoro! ahh.. dw.. i have work 
0,"I'm really glad I don't have cancer, but I wish the doctors had put more effort in to what's wrong with my head... "
0,"@palm Enjoying my #Pre, however a bit sad that there are things my Centro could do that the #Pre doesn't yet "
0,@pittsmile oh she's visiting!? the chandler place closed down  we gotta find somewhere else
0,@SystraMaria June 29th. 
0,"@wafflelovesme I have only three Nylon magazines too! Like, fudge! Haha, I tried to look in Book Sale &amp;&amp; Filbar`s, wala sila. "
0,At the emergency vet with Yoshi. He has to stay the night 
0,@Sims3Nieuws me too xD   wanna play the sims 3 NOW   
1,awesome   http://twitpic.com/6u8no
0,@LovelyAaris That's not fair! I'm hungry as hell 
0,I am going through guitar withdrawals and it's only been two days.  I desperately need to get a travel guitar...  : /
0,@WriteLovex hicee Todo I NO SE PUDOO   !!! no se pueden bajar fotos   c u tomorroww !!! PHYSICS = PAINFUL  DEATH ILOVEYOU TWEEN
1,"@CiaoBella50 haha  unbelievable... and it's not just the beginning of may  So, what are u doing?"
0,@foolandtheopera Cold/flu took me a week to get over and I'm still snuffling. 
1,@DavidFeng I always appreciate a good rant 
1,"@bootooyoo if you're paying. Until then, this is our playground "
